record_id,year,audit_number,supplier_id,supplier_name,category,country,annual_spend_usd,risk_profile,is_critical,audit_score,labor_compliance_pct,env_compliance_pct,safety_compliance_pct,non_conformances,audit_result,corrective_action
SUP-000875,2024,2,SUP-0137,"Lewis, Kennedy and Santana",Components,China,3128458.17,Medium Risk,False,84.82,80.41,70.37,78.57,1,Conditional Approval,True
SUP-000876,2024,1,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,61.44,63.49,50.05,58.77,2,Requires Improvement,True
SUP-000877,2024,2,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,54.07,51.22,47.95,49.9,8,Requires Improvement,True
SUP-000878,2024,1,SUP-0139,"Harvey, Davis and Crane",Raw Materials,Germany,4114153.21,High Risk,False,61.16,55.92,55.97,57.03,3,Requires Improvement,True
SUP-000879,2024,2,SUP-0139,"Harvey, Davis and Crane",Raw Materials,Germany,4114153.21,High Risk,False,38.47,34.34,44.57,37.37,8,Failed,True
SUP-000880,2024,1,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,,77.34,76.0,80.15,2,Conditional Approval,True
SUP-000881,2024,2,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,99.14,91.21,100.0,100.0,1,Approved,True
SUP-000882,2024,3,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,94.84,90.85,89.43,87.37,2,Approved,True
SUP-000883,2024,4,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,99.57,96.62,94.54,98.16,2,Approved,True
SUP-000884,2024,1,SUP-0141,Hernandez Inc,Facilities Management,Vietnam,1867364.77,Medium Risk,False,67.11,63.03,68.92,68.93,2,Conditional Approval,True
SUP-000885,2024,1,SUP-0142,Riggs PLC,Logistics,India,1514476.91,Medium Risk,False,84.02,79.71,84.29,79.72,0,Conditional Approval,False
SUP-000886,2024,1,SUP-0143,Gibson Ltd,Raw Materials,China,4296327.55,Low Risk,False,95.3,88.98,81.7,88.16,0,Approved,False
SUP-000887,2024,1,SUP-0144,"Lee, Horton and Snyder",Facilities Management,India,1556103.55,Medium Risk,False,70.03,68.53,63.1,71.13,1,Conditional Approval,True
SUP-000888,2024,2,SUP-0144,"Lee, Horton and Snyder",Facilities Management,India,1556103.55,Medium Risk,False,72.04,70.95,67.96,68.05,3,Conditional Approval,True
SUP-000889,2024,1,SUP-0145,Hernandez Ltd,Professional Services,Taiwan,3765244.49,Medium Risk,False,75.6,73.19,72.99,74.28,4,Conditional Approval,True
SUP-000890,2024,2,SUP-0145,Hernandez Ltd,Professional Services,Taiwan,3765244.49,Medium Risk,False,63.91,56.44,64.07,62.7,3,Requires Improvement,True
SUP-000891,2024,1,SUP-0146,Stafford Inc,Professional Services,China,4302201.37,Low Risk,False,97.81,99.02,100.0,92.43,2,Approved,True
SUP-000892,2024,1,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,44.99,43.65,39.6,42.25,6,Failed,True
SUP-000893,2024,2,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,,54.12,48.88,49.36,6,Requires Improvement,True
SUP-000894,2024,1,SUP-0148,"Holmes, Williams and Wright",Facilities Management,China,3300722.78,High Risk,False,55.63,51.02,57.32,53.96,8,Requires Improvement,True
SUP-000895,2024,1,SUP-0149,Bryant Group,Raw Materials,China,1928193.22,Low Risk,False,100.0,94.32,90.74,95.35,2,Approved,True
SUP-000896,2024,1,SUP-0150,"Schmidt, Hansen and Stewart",Raw Materials,Germany,3369810.8,Medium Risk,False,67.02,63.6,68.53,66.2,4,Conditional Approval,True
SUP-000897,2024,2,SUP-0150,"Schmidt, Hansen and Stewart",Raw Materials,Germany,3369810.8,Medium Risk,False,59.78,62.15,48.87,55.07,8,Requires Improvement,True
SUP-000332,2023,2,SUP-0019,"Adams, Zuniga and Wong",Facilities Management,Taiwan,273255.23,Medium Risk,False,,72.91,56.35,67.12,1,Conditional Approval,True
SUP-000639,2024,1,SUP-0027,Baker and Sons,Energy,India,3180701.41,High Risk,False,,65.99,63.29,65.9,2,Requires Improvement,True
SUP-000327,2023,1,SUP-0017,James Group,Raw Materials,China,2122124.28,Low Risk,False,,70.86,69.65,71.37,1,Conditional Approval,True
SUP-000848,2024,1,SUP-0128,Diaz Inc,Energy,China,380211.42,Medium Risk,True,,64.58,62.83,62.62,3,Requires Improvement,True
SUP-000040,2022,1,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,,86.79,79.8,83.98,0,Approved,False
SUP-000328,2023,2,SUP-0017,James Group,Raw Materials,China,2122124.28,Low Risk,False,,81.56,85.02,91.87,0,Approved,False
SUP-000376,2023,1,SUP-0043,Rodriguez LLC,Professional Services,China,4236892.83,Low Risk,True,,89.23,95.29,92.93,2,Approved,True
SUP-000335,2023,1,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,,79.89,79.03,80.25,1,Conditional Approval,True
SUP-000209,2022,2,SUP-0109,Hancock and Sons,Logistics,Germany,3491103.38,Medium Risk,False,,64.27,59.17,58.9,1,Requires Improvement,True
SUP-000137,2022,3,SUP-0073,Henderson-Bernard,Professional Services,India,3171807.5,Medium Risk,True,,58.07,60.99,55.99,4,Requires Improvement,True
SUP-000138,2022,1,SUP-0074,"Stanley, Tucker and Lee",Raw Materials,Germany,628104.72,Low Risk,False,,97.6,91.47,95.53,1,Approved,True
SUP-000260,2022,2,SUP-0135,Mitchell-Jordan,Packaging,USA,4601835.38,High Risk,True,,37.63,44.15,38.4,7,Failed,True
SUP-000351,2023,1,SUP-0030,"Snyder, Campos and Callahan",Energy,Germany,2953574.7,Low Risk,False,,90.79,88.06,86.54,1,Approved,True
SUP-000228,2022,1,SUP-0120,"Rivera, Johnson and Wiley",Packaging,USA,2019205.17,Low Risk,False,,72.95,78.25,69.2,1,Conditional Approval,True
SUP-000468,2023,1,SUP-0094,Newton and Sons,Packaging,China,3970835.46,Low Risk,False,,90.59,88.91,81.36,0,Approved,False
